container_id,timestamp,commodity,temperature,humidity,vibration,condition,date,hour,day_of_week,day_name,temperature_deviation,temperature_risk,humidity_risk,vibration_risk,environmental_risk_score,environmental_risk,spoilage_risk,avg_temperature,max_temperature,min_temperature,avg_humidity,max_humidity,min_humidity,avg_vibration,max_vibration,warning_count,anomaly_count,avg_environmental_risk,commodity_avg_temperature,commodity_avg_humidity,commodity_avg_vibration,commodity_warning_count,commodity_anomaly_count,commodity_avg_risk
CONT_005,2026-09-10 17:39:40.899424,Tomato,14.06,100.0,0.33,WARNING,2026-09-10,17,3,Thursday,4.0600000000000005,NORMAL,CRITICAL,MEDIUM,5,HIGH,HIGH,11.204625668449196,20.93,-1.87,87.44355614973261,100.0,60.03,0.1879411764705882,0.59,62,40,2.8181818181818183,10.869106753812636,87.4238779956427,0.1841830065359477,88,39,2.821350762527233
CONT_002,2026-09-10 17:39:52.916815,Banana,16.13,100.0,0.21,WARNING,2026-09-10,17,3,Thursday,6.129999999999999,WARNING,CRITICAL,MEDIUM,6,HIGH,HIGH,11.068997050147493,20.03,-1.92,88.139203539823,100.0,61.48,0.1880530973451327,0.6,65,35,2.8997050147492627,13.47314009661836,88.16468599033817,0.1929951690821256,96,41,3.1594202898550723
CONT_005,2026-09-10 17:40:43.903750,Banana,15.67,100.0,0.2,WARNING,2026-09-10,17,3,Thursday,5.67,WARNING,CRITICAL,LOW,5,HIGH,HIGH,11.204625668449196,20.93,-1.87,87.44355614973261,100.0,60.03,0.1879411764705882,0.59,62,40,2.8181818181818183,13.47314009661836,88.16468599033817,0.1929951690821256,96,41,3.1594202898550723
CONT_003,2026-09-10 17:40:46.375099,Mango,18.33,100.0,0.35,ANOMALY,2026-09-10,17,3,Thursday,8.329999999999998,WARNING,CRITICAL,MEDIUM,6,HIGH,HIGH,11.193441734417345,19.75,-0.44,87.76967479674796,100.0,60.02,0.196910569105691,0.59,82,37,2.934959349593496,11.575468085106383,86.43734042553191,0.1932340425531915,97,51,2.6893617021276595
CONT_002,2026-09-10 17:40:48.354105,Banana,18.68,100.0,0.37,ANOMALY,2026-09-10,17,3,Thursday,8.68,WARNING,CRITICAL,MEDIUM,6,HIGH,HIGH,11.068997050147493,20.03,-1.92,88.139203539823,100.0,61.48,0.1880530973451327,0.6,65,35,2.8997050147492627,13.47314009661836,88.16468599033817,0.1929951690821256,96,41,3.1594202898550723
CONT_004,2026-09-10 17:40:56.746954,Banana,10.83,100.0,0.3,WARNING,2026-09-10,17,3,Thursday,0.8300000000000001,NORMAL,CRITICAL,MEDIUM,5,HIGH,HIGH,11.374931129476584,20.55,-1.66,87.65203856749311,100.0,60.25,0.1907988980716253,0.59,81,36,2.9421487603305785,13.47314009661836,88.16468599033817,0.1929951690821256,96,41,3.1594202898550723
CONT_004,2026-09-10 17:41:04.307125,Avocado,16.14,100.0,0.45,ANOMALY,2026-09-10,17,3,Thursday,6.140000000000001,WARNING,CRITICAL,HIGH,7,CRITICAL,CRITICAL,11.374931129476584,20.55,-1.66,87.65203856749311,100.0,60.25,0.1907988980716253,0.59,81,36,2.9421487603305785,9.1291628959276,88.95671945701358,0.1947285067873303,71,53,2.9524886877828056
CONT_004,2026-09-10 17:41:14.392325,Banana,10.09,100.0,0.34,WARNING,2026-09-10,17,3,Thursday,0.0899999999999998,NORMAL,CRITICAL,MEDIUM,5,HIGH,HIGH,11.374931129476584,20.55,-1.66,87.65203856749311,100.0,60.25,0.1907988980716253,0.59,81,36,2.9421487603305785,13.47314009661836,88.16468599033817,0.1929951690821256,96,41,3.1594202898550723
CONT_003,2026-09-10 17:41:38.661305,Banana,9.68,100.0,0.46,ANOMALY,2026-09-10,17,3,Thursday,0.3200000000000003,NORMAL,CRITICAL,HIGH,6,HIGH,HIGH,11.193441734417345,19.75,-0.44,87.76967479674796,100.0,60.02,0.196910569105691,0.59,82,37,2.934959349593496,13.47314009661836,88.16468599033817,0.1929951690821256,96,41,3.1594202898550723
CONT_004,2026-09-10 17:41:42.677904,Tomato,6.7,100.0,0.46,ANOMALY,2026-09-10,17,3,Thursday,3.3,NORMAL,CRITICAL,HIGH,6,HIGH,HIGH,11.374931129476584,20.55,-1.66,87.65203856749311,100.0,60.25,0.1907988980716253,0.59,81,36,2.9421487603305785,10.869106753812636,87.4238779956427,0.1841830065359477,88,39,2.821350762527233
