container_id,timestamp,commodity,temperature,humidity,vibration,condition,date,hour,day_of_week,day_name,temperature_deviation,temperature_risk,humidity_risk,vibration_risk,environmental_risk_score,environmental_risk,spoilage_risk,avg_temperature,max_temperature,min_temperature,avg_humidity,max_humidity,min_humidity,avg_vibration,max_vibration,warning_count,anomaly_count,avg_environmental_risk,commodity_avg_temperature,commodity_avg_humidity,commodity_avg_vibration,commodity_warning_count,commodity_anomaly_count,commodity_avg_risk
CONT_001,2026-09-10 17:39:32.831215,Avocado,3.94,71.79,0.29,WARNING,2026-09-10,17,3,Thursday,6.0600000000000005,LOW,NORMAL,MEDIUM,2,LOW,LOW,11.294,20.58,-1.98,87.60111764705883,100.0,60.11,0.19226470588235295,0.59,62,36,2.8941176470588235,9.129162895927601,88.95671945701358,0.19472850678733034,71,53,2.9524886877828056
CONT_004,2026-09-10 17:39:34.852445,Mango,11.72,88.98,0.12,NORMAL,2026-09-10,17,3,Thursday,1.7200000000000006,NORMAL,NORMAL,LOW,2,LOW,LOW,11.374931129476584,20.55,-1.66,87.65203856749311,100.0,60.25,0.19079889807162537,0.59,81,36,2.9421487603305785,11.575468085106383,86.43734042553191,0.19323404255319152,97,51,2.6893617021276595
CONT_005,2026-09-10 17:39:36.870612,Tomato,10.18,91.05,0.15,NORMAL,2026-09-10,17,3,Thursday,0.17999999999999972,NORMAL,WARNING,LOW,3,MEDIUM,MEDIUM,11.204625668449196,20.93,-1.87,87.44355614973261,100.0,60.03,0.18794117647058825,0.59,62,40,2.8181818181818183,10.869106753812636,87.4238779956427,0.1841830065359477,88,39,2.821350762527233
CONT_005,2026-09-10 17:39:38.890192,Avocado,6.54,85.3,0.17,NORMAL,2026-09-10,17,3,Thursday,3.46,NORMAL,NORMAL,LOW,2,LOW,LOW,11.204625668449196,20.93,-1.87,87.44355614973261,100.0,60.03,0.18794117647058825,0.59,62,40,2.8181818181818183,9.129162895927601,88.95671945701358,0.19472850678733034,71,53,2.9524886877828056
CONT_005,2026-09-10 17:39:40.899424,Tomato,14.06,100.0,0.33,WARNING,2026-09-10,17,3,Thursday,4.0600000000000005,NORMAL,CRITICAL,MEDIUM,5,HIGH,HIGH,11.204625668449196,20.93,-1.87,87.44355614973261,100.0,60.03,0.18794117647058825,0.59,62,40,2.8181818181818183,10.869106753812636,87.4238779956427,0.1841830065359477,88,39,2.821350762527233
CONT_003,2026-09-10 17:39:42.903120,Mango,11.11,85.66,0.15,NORMAL,2026-09-10,17,3,Thursday,1.1099999999999994,NORMAL,NORMAL,LOW,2,LOW,LOW,11.193441734417345,19.75,-0.44,87.76967479674796,100.0,60.02,0.19691056910569105,0.59,82,37,2.934959349593496,11.575468085106383,86.43734042553191,0.19323404255319152,97,51,2.6893617021276595
CONT_001,2026-09-10 17:39:44.905786,Mango,11.44,86.78,0.15,NORMAL,2026-09-10,17,3,Thursday,1.4399999999999995,NORMAL,NORMAL,LOW,2,LOW,LOW,11.294,20.58,-1.98,87.60111764705883,100.0,60.11,0.19226470588235295,0.59,62,36,2.8941176470588235,11.575468085106383,86.43734042553191,0.19323404255319152,97,51,2.6893617021276595
CONT_002,2026-09-10 17:39:46.908373,Banana,13.46,91.67,0.09,NORMAL,2026-09-10,17,3,Thursday,3.460000000000001,NORMAL,WARNING,LOW,3,MEDIUM,MEDIUM,11.068997050147493,20.03,-1.92,88.139203539823,100.0,61.48,0.18805309734513273,0.6,65,35,2.8997050147492627,13.473140096618359,88.16468599033817,0.1929951690821256,96,41,3.1594202898550723
CONT_004,2026-09-10 17:39:48.843009,Banana,13.26,87.92,0.18,NORMAL,2026-09-10,17,3,Thursday,3.26,NORMAL,NORMAL,LOW,2,LOW,LOW,11.374931129476584,20.55,-1.66,87.65203856749311,100.0,60.25,0.19079889807162537,0.59,81,36,2.9421487603305785,13.473140096618359,88.16468599033817,0.1929951690821256,96,41,3.1594202898550723
CONT_004,2026-09-10 17:39:48.911052,Tomato,10.43,93.04,0.19,NORMAL,2026-09-10,17,3,Thursday,0.4299999999999997,NORMAL,WARNING,LOW,3,MEDIUM,MEDIUM,11.374931129476584,20.55,-1.66,87.65203856749311,100.0,60.25,0.19079889807162537,0.59,81,36,2.9421487603305785,10.869106753812636,87.4238779956427,0.1841830065359477,88,39,2.821350762527233
CONT_001,2026-09-10 17:39:50.845319,Avocado,11.47,87.74,0.08,NORMAL,2026-09-10,17,3,Thursday,1.4700000000000006,NORMAL,NORMAL,LOW,2,LOW,LOW,11.294,20.58,-1.98,87.60111764705883,100.0,60.11,0.19226470588235295,0.59,62,36,2.8941176470588235,9.129162895927601,88.95671945701358,0.19472850678733034,71,53,2.9524886877828056
CONT_005,2026-09-10 17:39:50.913420,Avocado,5.74,85.64,0.16,NORMAL,2026-09-10,17,3,Thursday,4.26,NORMAL,NORMAL,LOW,2,LOW,LOW,11.204625668449196,20.93,-1.87,87.44355614973261,100.0,60.03,0.18794117647058825,0.59,62,40,2.8181818181818183,9.129162895927601,88.95671945701358,0.19472850678733034,71,53,2.9524886877828056
CONT_002,2026-09-10 17:39:52.847854,Banana,8.84,72.7,0.44,ANOMALY,2026-09-10,17,3,Thursday,1.1600000000000001,NORMAL,NORMAL,HIGH,4,MEDIUM,MEDIUM,11.068997050147493,20.03,-1.92,88.139203539823,100.0,61.48,0.18805309734513273,0.6,65,35,2.8997050147492627,13.473140096618359,88.16468599033817,0.1929951690821256,96,41,3.1594202898550723
CONT_002,2026-09-10 17:39:52.916815,Banana,16.13,100.0,0.21,WARNING,2026-09-10,17,3,Thursday,6.129999999999999,WARNING,CRITICAL,MEDIUM,6,HIGH,HIGH,11.068997050147493,20.03,-1.92,88.139203539823,100.0,61.48,0.18805309734513273,0.6,65,35,2.8997050147492627,13.473140096618359,88.16468599033817,0.1929951690821256,96,41,3.1594202898550723
CONT_001,2026-09-10 17:39:54.851400,Banana,13.88,93.39,0.12,NORMAL,2026-09-10,17,3,Thursday,3.880000000000001,NORMAL,WARNING,LOW,3,MEDIUM,MEDIUM,11.294,20.58,-1.98,87.60111764705883,100.0,60.11,0.19226470588235295,0.59,62,36,2.8941176470588235,13.473140096618359,88.16468599033817,0.1929951690821256,96,41,3.1594202898550723
CONT_004,2026-09-10 17:39:54.922909,Avocado,10.49,91.72,0.07,NORMAL,2026-09-10,17,3,Thursday,0.4900000000000002,NORMAL,WARNING,LOW,3,MEDIUM,MEDIUM,11.374931129476584,20.55,-1.66,87.65203856749311,100.0,60.25,0.19079889807162537,0.59,81,36,2.9421487603305785,9.129162895927601,88.95671945701358,0.19472850678733034,71,53,2.9524886877828056
CONT_005,2026-09-10 17:39:56.858209,Avocado,9.91,93.24,0.08,NORMAL,2026-09-10,17,3,Thursday,0.08999999999999986,NORMAL,WARNING,LOW,3,MEDIUM,MEDIUM,11.204625668449196,20.93,-1.87,87.44355614973261,100.0,60.03,0.18794117647058825,0.59,62,40,2.8181818181818183,9.129162895927601,88.95671945701358,0.19472850678733034,71,53,2.9524886877828056
CONT_001,2026-09-10 17:39:56.925637,Tomato,11.81,86.83,0.08,NORMAL,2026-09-10,17,3,Thursday,1.8100000000000005,NORMAL,NORMAL,LOW,2,LOW,LOW,11.294,20.58,-1.98,87.60111764705883,100.0,60.11,0.19226470588235295,0.59,62,36,2.8941176470588235,10.869106753812636,87.4238779956427,0.1841830065359477,88,39,2.821350762527233
CONT_004,2026-09-10 17:39:58.959971,Avocado,10.9,88.7,0.12,NORMAL,2026-09-10,17,3,Thursday,0.9000000000000004,NORMAL,NORMAL,LOW,2,LOW,LOW,11.374931129476584,20.55,-1.66,87.65203856749311,100.0,60.25,0.19079889807162537,0.59,81,36,2.9421487603305785,9.129162895927601,88.95671945701358,0.19472850678733034,71,53,2.9524886877828056
CONT_004,2026-09-10 17:39:58.957750,Avocado,3.01,100.0,0.32,WARNING,2026-09-10,17,3,Thursday,6.99,LOW,CRITICAL,MEDIUM,4,MEDIUM,MEDIUM,11.374931129476584,20.55,-1.66,87.65203856749311,100.0,60.25,0.19079889807162537,0.59,81,36,2.9421487603305785,9.129162895927601,88.95671945701358,0.19472850678733034,71,53,2.9524886877828056
CONT_004,2026-09-10 17:40:00.968884,Avocado,12.57,91.16,0.19,NORMAL,2026-09-10,17,3,Thursday,2.5700000000000003,NORMAL,WARNING,LOW,3,MEDIUM,MEDIUM,11.374931129476584,20.55,-1.66,87.65203856749311,100.0,60.25,0.19079889807162537,0.59,81,36,2.9421487603305785,9.129162895927601,88.95671945701358,0.19472850678733034,71,53,2.9524886877828056
CONT_005,2026-09-10 17:40:01.278914,Avocado,12.88,87.29,0.12,NORMAL,2026-09-10,17,3,Thursday,2.880000000000001,NORMAL,NORMAL,LOW,2,LOW,LOW,11.204625668449196,20.93,-1.87,87.44355614973261,100.0,60.03,0.18794117647058825,0.59,62,40,2.8181818181818183,9.129162895927601,88.95671945701358,0.19472850678733034,71,53,2.9524886877828056
CONT_003,2026-09-10 17:40:02.971462,Mango,10.02,88.32,0.17,NORMAL,2026-09-10,17,3,Thursday,0.019999999999999574,NORMAL,NORMAL,LOW,2,LOW,LOW,11.193441734417345,19.75,-0.44,87.76967479674796,100.0,60.02,0.19691056910569105,0.59,82,37,2.934959349593496,11.575468085106383,86.43734042553191,0.19323404255319152,97,51,2.6893617021276595
CONT_003,2026-09-10 17:40:03.294240,Avocado,6.88,86.68,0.14,NORMAL,2026-09-10,17,3,Thursday,3.12,NORMAL,NORMAL,LOW,2,LOW,LOW,11.193441734417345,19.75,-0.44,87.76967479674796,100.0,60.02,0.19691056910569105,0.59,82,37,2.934959349593496,9.129162895927601,88.95671945701358,0.19472850678733034,71,53,2.9524886877828056
CONT_001,2026-09-10 17:40:04.987786,Tomato,11.79,94.41,0.17,NORMAL,2026-09-10,17,3,Thursday,1.7899999999999991,NORMAL,WARNING,LOW,3,MEDIUM,MEDIUM,11.294,20.58,-1.98,87.60111764705883,100.0,60.11,0.19226470588235295,0.59,62,36,2.8941176470588235,10.869106753812636,87.4238779956427,0.1841830065359477,88,39,2.821350762527233
CONT_004,2026-09-10 17:40:05.299652,Mango,12.14,87.16,0.17,NORMAL,2026-09-10,17,3,Thursday,2.1400000000000006,NORMAL,NORMAL,LOW,2,LOW,LOW,11.374931129476584,20.55,-1.66,87.65203856749311,100.0,60.25,0.19079889807162537,0.59,81,36,2.9421487603305785,11.575468085106383,86.43734042553191,0.19323404255319152,97,51,2.6893617021276595
CONT_003,2026-09-10 17:40:07.003027,Avocado,7.24,94.16,0.14,NORMAL,2026-09-10,17,3,Thursday,2.76,NORMAL,WARNING,LOW,3,MEDIUM,MEDIUM,11.193441734417345,19.75,-0.44,87.76967479674796,100.0,60.02,0.19691056910569105,0.59,82,37,2.934959349593496,9.129162895927601,88.95671945701358,0.19472850678733034,71,53,2.9524886877828056
CONT_004,2026-09-10 17:40:07.305376,Avocado,5.23,85.34,0.12,NORMAL,2026-09-10,17,3,Thursday,4.77,NORMAL,NORMAL,LOW,2,LOW,LOW,11.374931129476584,20.55,-1.66,87.65203856749311,100.0,60.25,0.19079889807162537,0.59,81,36,2.9421487603305785,9.129162895927601,88.95671945701358,0.19472850678733034,71,53,2.9524886877828056
CONT_003,2026-09-10 17:40:09.010869,Avocado,10.34,88.73,0.14,NORMAL,2026-09-10,17,3,Thursday,0.33999999999999986,NORMAL,NORMAL,LOW,2,LOW,LOW,11.193441734417345,19.75,-0.44,87.76967479674796,100.0,60.02,0.19691056910569105,0.59,82,37,2.934959349593496,9.129162895927601,88.95671945701358,0.19472850678733034,71,53,2.9524886877828056
CONT_001,2026-09-10 17:40:09.358781,Tomato,11.85,85.11,0.1,NORMAL,2026-09-10,17,3,Thursday,1.8499999999999996,NORMAL,NORMAL,LOW,2,LOW,LOW,11.294,20.58,-1.98,87.60111764705883,100.0,60.11,0.19226470588235295,0.59,62,36,2.8941176470588235,10.869106753812636,87.4238779956427,0.1841830065359477,88,39,2.821350762527233
CONT_002,2026-09-10 17:40:11.119646,Avocado,5.1,89.93,0.08,NORMAL,2026-09-10,17,3,Thursday,4.9,NORMAL,NORMAL,LOW,2,LOW,LOW,11.068997050147493,20.03,-1.92,88.139203539823,100.0,61.48,0.18805309734513273,0.6,65,35,2.8997050147492627,9.129162895927601,88.95671945701358,0.19472850678733034,71,53,2.9524886877828056
CONT_001,2026-09-10 17:40:11.369546,Avocado,11.91,91.22,0.16,NORMAL,2026-09-10,17,3,Thursday,1.9100000000000001,NORMAL,WARNING,LOW,3,MEDIUM,MEDIUM,11.294,20.58,-1.98,87.60111764705883,100.0,60.11,0.19226470588235295,0.59,62,36,2.8941176470588235,9.129162895927601,88.95671945701358,0.19472850678733034,71,53,2.9524886877828056
CONT_005,2026-09-10 17:40:13.125497,Banana,15.15,62.33,0.3,WARNING,2026-09-10,17,3,Thursday,5.15,WARNING,LOW,MEDIUM,3,MEDIUM,MEDIUM,11.204625668449196,20.93,-1.87,87.44355614973261,100.0,60.03,0.18794117647058825,0.59,62,40,2.8181818181818183,13.473140096618359,88.16468599033817,0.1929951690821256,96,41,3.1594202898550723
CONT_001,2026-09-10 17:40:13.372836,Tomato,10.04,89.86,0.08,NORMAL,2026-09-10,17,3,Thursday,0.03999999999999915,NORMAL,NORMAL,LOW,2,LOW,LOW,11.294,20.58,-1.98,87.60111764705883,100.0,60.11,0.19226470588235295,0.59,62,36,2.8941176470588235,10.869106753812636,87.4238779956427,0.1841830065359477,88,39,2.821350762527233
CONT_005,2026-09-10 17:40:15.135132,Mango,10.52,85.05,0.15,NORMAL,2026-09-10,17,3,Thursday,0.5199999999999996,NORMAL,NORMAL,LOW,2,LOW,LOW,11.204625668449196,20.93,-1.87,87.44355614973261,100.0,60.03,0.18794117647058825,0.59,62,40,2.8181818181818183,11.575468085106383,86.43734042553191,0.19323404255319152,97,51,2.6893617021276595
CONT_003,2026-09-10 17:40:15.375357,Banana,13.02,87.48,0.19,NORMAL,2026-09-10,17,3,Thursday,3.0199999999999996,NORMAL,NORMAL,LOW,2,LOW,LOW,11.193441734417345,19.75,-0.44,87.76967479674796,100.0,60.02,0.19691056910569105,0.59,82,37,2.934959349593496,13.473140096618359,88.16468599033817,0.1929951690821256,96,41,3.1594202898550723
CONT_004,2026-09-10 17:40:17.141659,Tomato,10.82,85.26,0.06,NORMAL,2026-09-10,17,3,Thursday,0.8200000000000003,NORMAL,NORMAL,LOW,2,LOW,LOW,11.374931129476584,20.55,-1.66,87.65203856749311,100.0,60.25,0.19079889807162537,0.59,81,36,2.9421487603305785,10.869106753812636,87.4238779956427,0.1841830065359477,88,39,2.821350762527233
CONT_001,2026-09-10 17:40:17.379922,Tomato,10.26,92.72,0.06,NORMAL,2026-09-10,17,3,Thursday,0.2599999999999998,NORMAL,WARNING,LOW,3,MEDIUM,MEDIUM,11.294,20.58,-1.98,87.60111764705883,100.0,60.11,0.19226470588235295,0.59,62,36,2.8941176470588235,10.869106753812636,87.4238779956427,0.1841830065359477,88,39,2.821350762527233
CONT_002,2026-09-10 17:40:19.144232,Tomato,10.27,92.48,0.1,NORMAL,2026-09-10,17,3,Thursday,0.2699999999999996,NORMAL,WARNING,LOW,3,MEDIUM,MEDIUM,11.068997050147493,20.03,-1.92,88.139203539823,100.0,61.48,0.18805309734513273,0.6,65,35,2.8997050147492627,10.869106753812636,87.4238779956427,0.1841830065359477,88,39,2.821350762527233
CONT_005,2026-09-10 17:40:19.383720,Tomato,16.07,65.47,0.39,ANOMALY,2026-09-10,17,3,Thursday,6.07,WARNING,LOW,MEDIUM,3,MEDIUM,MEDIUM,11.204625668449196,20.93,-1.87,87.44355614973261,100.0,60.03,0.18794117647058825,0.59,62,40,2.8181818181818183,10.869106753812636,87.4238779956427,0.1841830065359477,88,39,2.821350762527233
CONT_003,2026-09-10 17:40:21.147474,Tomato,10.4,85.93,0.13,NORMAL,2026-09-10,17,3,Thursday,0.40000000000000036,NORMAL,NORMAL,LOW,2,LOW,LOW,11.193441734417345,19.75,-0.44,87.76967479674796,100.0,60.02,0.19691056910569105,0.59,82,37,2.934959349593496,10.869106753812636,87.4238779956427,0.1841830065359477,88,39,2.821350762527233
CONT_005,2026-09-10 17:40:21.386571,Tomato,10.01,93.17,0.07,NORMAL,2026-09-10,17,3,Thursday,0.009999999999999787,NORMAL,WARNING,LOW,3,MEDIUM,MEDIUM,11.204625668449196,20.93,-1.87,87.44355614973261,100.0,60.03,0.18794117647058825,0.59,62,40,2.8181818181818183,10.869106753812636,87.4238779956427,0.1841830065359477,88,39,2.821350762527233
CONT_003,2026-09-10 17:40:23.150652,Avocado,11.91,87.51,0.11,NORMAL,2026-09-10,17,3,Thursday,1.9100000000000001,NORMAL,NORMAL,LOW,2,LOW,LOW,11.193441734417345,19.75,-0.44,87.76967479674796,100.0,60.02,0.19691056910569105,0.59,82,37,2.934959349593496,9.129162895927601,88.95671945701358,0.19472850678733034,71,53,2.9524886877828056
CONT_002,2026-09-10 17:40:23.389076,Tomato,10.32,89.71,0.06,NORMAL,2026-09-10,17,3,Thursday,0.3200000000000003,NORMAL,NORMAL,LOW,2,LOW,LOW,11.068997050147493,20.03,-1.92,88.139203539823,100.0,61.48,0.18805309734513273,0.6,65,35,2.8997050147492627,10.869106753812636,87.4238779956427,0.1841830065359477,88,39,2.821350762527233
CONT_004,2026-09-10 17:40:25.153796,Banana,13.95,86.61,0.14,NORMAL,2026-09-10,17,3,Thursday,3.9499999999999993,NORMAL,NORMAL,LOW,2,LOW,LOW,11.374931129476584,20.55,-1.66,87.65203856749311,100.0,60.25,0.19079889807162537,0.59,81,36,2.9421487603305785,13.473140096618359,88.16468599033817,0.1929951690821256,96,41,3.1594202898550723
